product_name,categories_tags,countries_en,ingredients_text,additives_tags
"Bars, fudge","en:snacks,en:desserts,en:sweet-snacks,en:frozen-foods,en:bars,en:frozen-desserts",United States,"Water, corn syrup, milk, butter milk, sugar syrup, high fructose corn syrup, whey, cocoa processed with alkali, cellulose gel, guar gum, cellulose gum, mono-and diglycerides, natural and artificial flavor, locust bean gum, polysorbate 80, carrageenan, salt.","en:e407,en:e410,en:e412,en:e433,en:e466,en:e471"
Vanilla ice cream bars,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar syrup, corn syrup, whey, buttermilk, maltodextrin, cellulose gel, mono - and diglycerides, guar gum, cellulose gum, locust bean gum, polysorbate 80, carrageenan, artificial flavor, sucralose, annatto (for color). chocolate flavored coating - coconut oil, sugar, cocoa, cocoa processed with alkali, partially hydrogenated soybean oil, soy lecithin, salt, natural flavor.","en:e160b,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e955"
Toffee crunch ice cream bars,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-bars",United States,"Ice cream - milk, cream, corn syrup, sugar, whey, buttermilk, maltodextrin, cellulose gel, mono - and diglycerides, guar gum, cellulose gum, locust bean gum, polysorbate 80, carrageenan, natural and artificial flavor, annatto (for color), sucralose, chocolate coating - coconut oil, sugar, whey, chocolate liquor, cocoa, partially hydrogenated soybean oil, soy lecithin, artificial flavoring, toffee candy - sugar, butter (cream, salt), partially hydrogenated soybean oil, almonds, salt, cocoa butter, artificial flavors, soy lecithin.","en:e160b,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e955"
Crispy crunch ice cream bars,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-bars",United States,"Ice cream - milk, cream, sugar syrup, corn syrup, whey, buttermilk, maltodextrin, cellulose gel, mono - and diglycerides, guar gum, cellulose gum, locust bean gum, polysorbate 80, carrageenan, artificial flavor, sucralose, annatto (for color), chocolate coating - coconut oil, sugar, whey, chocolate liquor, cocoa, partially hydrogenated soybean oil, soy lecithin, artificial flavoring. crisped rice - rice, sugar, salt, barley malt.","en:e160b,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e955"
Fat free fudge bars,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Skim milk*, corn syrup, sugar syrup, high fructose corn syrup, whey, cocoa processed with alkali*, modified corn starch, guar gum, mono - and diglycerides*, locust bean gum, polysorbate 80, carrageenan, natural and artificial flavor, vitamin a palmitate.","en:e407,en:e410,en:e412,en:e433,en:e471"
Sundae Nut Cones,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, corn syrup, sugar, whey, buttermilk, maltodextrin, cellulose gel, mono - and diglycerides, guar gum, locust bean gum, cellulose gum, polysorbate 80, natural and artificial flavor, carrageenan, sucralose. chocolate flavored coatings - dry roasted peanuts, sugar, coconut oil, cocoa, cocoa processed with alkali, partially hydrogenated palm kernel oil, nonfat dry milk, chocolate liquor processed with alkali, soy lecithin (emulsifier), artificial flavor, salt. cone - bleached wheat flour, sugar, vegetable shortening (soybean oil, and/or palm oil), soy lecithin (emulsifier), salt, caramel color, artificial flavor.","en:e150c,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e955"
Sundae Nut Cones,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, corn syrup, sugar, whey, buttermilk, maltodextrin, cellulose gel, mono - and diglycerides, guar gum, locust bean gum, cellulose gum, polysorbate 80, natural and artificial flavor, carrageenan, sucralose. chocolate flavored coatings - dry roasted peanuts, sugar, coconut oil, cocoa, cocoa processed with alkali, partially hydrogenated palm kernel oil, nonfat dry milk, chocolate liquor processed with alkali, soy lecithin (emulsifier), artificial flavor, salt. cone - bleached wheat flour, sugar, vegetable shortening (soybean oil and/or palm oil), soy lecithin (emulsifier), salt, caramel color, artificial flavor.","en:e150c,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e955"
Sundae Nut Cones,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, corn syrup, sugar, whey, buttermilk, maltodextrin, cellulose gel, mono - and diglycerides, guar gum, locust bean gum, cellulose gum, polysorbate 80, natural and artificial flavor, carrageenan, sucralose. chocolate flavored coatings - dry roasted peanuts, sugar, coconut oil, cocoa, cocoa processed with alkali, partially hydrogenated palm kernel oil, nonfat dry milk, chocolate liquor processed with alkali, soy lecithin (emulsifier), artificial flavor, salt. cone - bleached wheat flour, sugar, vegetable shortening (soybean oil and/or palm oil), soy lecithin (emulsifier), salt, caramel color, artificial flavor. caramel revel - corn syrup, water, high fructose corn syrup, sugar, butter (cream, salt), buttermilk powder, skim milk powder, pectin, mono - and diglycerides, salt, natural flavor, sodium bicarbonate, xanthan gum, sodium citrate.","en:e150c,en:e322,en:e322i,en:e331,en:e407,en:e410,en:e412,en:e415,en:e433,en:e440,en:e466,en:e471,en:e500,en:e500ii,en:e955"
Sundae Cones,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, corn syrup, sugar, whey, buttermilk, maltodextrin, cellulose gel, mono-and diglycerides, guar gum, locust bean gum, cellulose gum, polysorbate 80, natural and artificial flavor, carrageenan, sucralose. chocolate flavored coatings - sugar, coconut oil, cocoa processed with alkali, cocoa, partially hydrogenated soybean and palm kernel oil, nonfat dry milk, whey, whole milk powder, chocolate liquor, soybean oil, hydrogenated palm oil, soy lecithin (emulsifier), salt, artificial flavors. cone - bleached wheat flour, sugar, vegetable shortening (soybean oil and/or palm oil), soy lecithin (emulsifier), salt, caramel color, artificial flavor.","en:e150c,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e955"
"Strawberry, orange & raspberry fruit pops variety pack","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Raspberry pops - water, sorbitol, glycerine, polydextrose, maltodextrin, raspberry puree, ascorbic acid, concentrated grape juice, guar gum, citric acid, natural flavor, locust bean gum, sucralose, red 40, blue 1. orange pops - water, sorbitol, glycerine, polydextrose, maltodextrin, orange pulp, orange juice concentrate, guar gum, natural flavor, citric acid, malic acid, locust bean gum, ascorbic acid, sucralose, yellow 6. strawberry pops - water, sorbitol, glycerine, polydextrose, maltodextrin, strawberries, guar gum, concentrated fruit juices (grape and strawberry), locust bean gum, beet juice and turmeric (for color), natural flavor, citric acid, ascorbic acid, sucralose, red 40.","en:e110,en:e1200,en:e129,en:e133,en:e296,en:e330,en:e410,en:e412,en:e420,en:e422,en:e955"
"Strawberry, lime & grape fruit pops variety pack","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Strawberry pops - water, strawberries, strawberry puree, sugar syrup, corn syrup, natural flavor, citric acid, guar gum, locust bean gum, ascorbic acid, beet juice extract and turmeric (for color). grape pops - water, sugar syrup, corn syrup, grape juice concentrate, grape puree, natural flavor, citric acid, guar gum, locust bean gum, ascorbic acid, red 40, blue 1. lime pops - water, sugar syrup, corn syrup, lime juice concentrate, lime puree, citric acid, natural flavor, malic acid, guar gum, locust bean gum, lime peel, ascorbic acid, yellow 5, blue 1, green 3.","en:e102,en:e129,en:e133,en:e143,en:e296,en:e330,en:e410,en:e412"
"Fruit bars, coconut","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, skim milk, corn syrup, sugar, coconut cream, coconut, natural flavor, high fructose corn syrup, locust bean gum, modified corn starch, citric acid, xanthan gum, mono - and diglycerides, methyl cellulose, guar gum, polysorbate 80.","en:e330,en:e410,en:e412,en:e415,en:e433,en:e461,en:e471"
Cookie butter ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, sugar, cream, spiced biscuit swirl (cookie crumb [plain wheat flour, sugar, butter {cream, salt}, brown sugar, invert sugar, cinnamon, molasses, salt, sodium bicarbonate], soybean oil, powdered sugar [sugar, cornstarch], coconut oil, soy lecithin, salt, cinnamon.), spiced biscuit base (brown sugar, water, molasses, cinnamon and cloves), nonfat dry milk, sugared egg yolks.","en:e322,en:e322i,en:e500,en:e500ii"
Black raspberry truffle ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, black raspberry base (corn syrup, black and red raspberry puree [seedless], red berry color [black currants, elderberries, blackberries] beet juice color, citric acid, natural flavor, locust bean gum), milk chocolate swirl (powdered sugar [sugar, cornstarch], soybean oil, cocoa processed with alkali, nonfat dry milk, coconut oil, soy lecithin, mono - and diglycerides, salt), nonfat dry milk solids, sugared egg yolks.","en:e322,en:e322i,en:e330,en:e410,en:e471"
Hazelnut biscotti ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, sugar, cream, nonfat dry milk, chocolate hazelnut base (sugar, water, hazelnuts, cocoa, natural flavor, salt, soy lecithin, cornstarch), cookie swirl (cookie crumb [enriched wheat flour {wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid}, sugar, butter {cream, salt}, palm & palm kernel oil, skim milk powder, salt, sodium bicarbonate, soybean oil, powdered sugar {sugar, cornstarch}, coconut oil, mono - and diglycerides, soy lecithin, salt, cocoa, natural flavor, turmeric], chocolate chunks [sugar, coconut oil, cocoa processed with alkali, cocoa, soy lecithin, natural flavor]), sugared egg yolks.","en:e322,en:e322i,en:e471"
"Coconut chocolate almond ice cream, coconut chocolate almond","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, creamed coconut (sugar, cream [milk], coconut, corn syrup, cornstarch, salt, soy lecithin), chocolate coated almonds (almonds, sugar, coconut oil, chocolate liquor, cocoa powder, nonfat milk, cocoa processed with alkali, salt, soy lecithin, natural flavor), chocolate coconut bits (toasted coconut, sugar, coconut oil, chocolate liquor, cocoa, natural flavor, soy lecithin, dextrose, salt), natural coconut flavor.","en:e322,en:e322i"
"Ice cream, salted caramel","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, sea salt caramel base (condensed milk, corn syrup, water, caramelized sugar, sea salt, natural flavor), sea salt caramel swirl (sugar, water, corn syrup, butter, buttermilk, skim milk powder, sea salt, pectin, sodium bicarbonate, xanthan gum, sodium citrate).","en:e331,en:e415,en:e440,en:e500,en:e500ii"
Ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, corn syrup, sugar, high fructose corn syrup, whey, nonfat dry milk, chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin [emulsifier], vanilla flavor), guar gum, mono - and diglycerides, cellulose gum, polysorbate 80, carrageenan, locust bean gum, natural and artificial peppermint flavor, fd&c yellow #5, blue #1.","en:e102,en:e133,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471"
"Limited edition premium selections cookie jar ice cream, cookie","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, peanut butter cookie swirl (sugar, cookie crumb [enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, butter (cream, salt), palm & palm kernel oil, skim milk, salt, baking soda], peanut butter(peanuts, sugar, peanut oil, salt), soybean oil, salt, cocoa, corn starch), chocolate cookies(sugar, enriched wheat flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], soy and palm oils with tbhq for freshness, cocoa processed with alkali, invert sugar, 2% or less of degerminated yellow corn flour, cornstarch, chocolate, leavening [baking soda, monocalcium phosphate], artificial flavor, soy lecithin, whey), high fructose corn syrup, graham flavor base (corn syrup, water, sugar, modified cornstarch, artificial flavor, caramel color, molasses, salt, yellow 5 and 6, potassium sorbate [preservative]), corn syrup, whey, nonfat dry milk, guar gum, mono - and diglycerides, cellulose gum, polysorbate 80, carrageenan, locust bean gum.","en:e150c,en:e202,en:e322,en:e322i,en:e341,en:e341i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e500,en:e500ii"
"Ice cream, snickerdoodle","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, cinnamon graham swirl (graham cracker crumb [plain wheat flour, graham flour, sugar, palm oil, molasses, honey, salt, baking soda], soybean oil, sugar, cinnamon, coconut oil, mono - and diglycerides, salt, soy lecithin, cornstarch), sugar, high fructose corn syrup, cinnamon caramel base (corn syrup, sugar, water, nonfat dry milk, whey, butter [cream, salt], cinnamon, molasses, salt), corn syrup, whey, nonfat dry milk, guar gum, mono - and diglycerides, cellulose gum, polysorbate 80, carrageenan, locust bean gum.","en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e500,en:e500ii"
"Ice cream, hot chocolate","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, corn syrup, marshmallow swirl (corn syrup, sugar, water, high fructose corn syrup, egg albumen, pectin, xanthan gum, natural flavor, potassium sorbate [preservative]), high fructose corn syrup, nonfat dry milk, cocoa processed with alkali, whey, guar gum, mono - and diglycerides, cellulose gum, polysorbate 80, carrageenan, locust bean gum, pure almond extract.","en:e202,en:e407,en:e410,en:e412,en:e415,en:e433,en:e440,en:e466,en:e471"
"Green mint chocolate chip ice cream, green mint chocolate chip","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, cream, sugar, corn syrup, high fructose corn syrup, chocolate flakes (sugar, chocolate liquor, cocoa butter, soy lecithin, vanilla), nonfat dry milk, whey, guar gum, mono & diglycerides, cellulose gum, polysorbate 80, carrageenan, locust bean gum, natural peppermint flavor, yellow 5, blue 1.","en:e102,en:e133,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471"
